id	effectiveTime	active	moduleId	conceptId	languageCode	typeId	term	caseSignificanceId
485019012	20170731	1	900000000000012004	363700003	en	900000000000013009	Direct morphology	900000000000448009
485020018	20170731	1	900000000000012004	363701004	en	900000000000013009	Direct substance	900000000000448009
485021019	20170731	1	900000000000012004	363702006	en	900000000000013009	Has focus	900000000000448009
485022014	20170731	1	900000000000012004	363703001	en	900000000000013009	Has intent	900000000000448009
485023016	20170731	1	900000000000012004	363704007	en	900000000000013009	Procedure site	900000000000448009
485024010	20170731	1	900000000000012004	363705008	en	900000000000013009	Has definitional manifestation	900000000000448009
485028013	20170731	1	900000000000012004	363709002	en	900000000000013009	Indirect morphology	900000000000448009
485029017	20170731	1	900000000000012004	363710007	en	900000000000013009	Indirect device	900000000000448009
485032019	20170731	1	900000000000012004	363713009	en	900000000000013009	Has interpretation	900000000000448009
485033012	20170731	1	900000000000012004	363714003	en	900000000000013009	Interprets	900000000000448009
517382016	20030731	1	900000000000207008	138875005	en	900000000000003001	SNOMED CT Concept (SNOMED RT+CTV3)	900000000000017005
546662013	20170731	1	900000000000207008	102957003	en	900000000000003001	Neurological finding (finding)	900000000000448009
550268018	20100131	0	900000000000207008	168537006	en	900000000000003001	Plain film (procedure)	900000000000020002
550581014	20170731	1	900000000000207008	168816009	en	900000000000003001	Contrast radiography of abdominal cavity (procedure)	900000000000448009
550583012	20170731	1	900000000000207008	168818005	en	900000000000003001	Pelvic contrast radiography (procedure)	900000000000448009
550862011	20060731	0	900000000000207008	169067003	en	900000000000003001	CT of face (procedure)	900000000000017005
550863018	20060731	0	900000000000207008	169068008	en	900000000000003001	CT of neck (procedure)	900000000000017005
550864012	20060731	0	900000000000207008	169069000	en	900000000000003001	CT of chest (procedure)	900000000000017005
550865013	20060731	0	900000000000207008	169070004	en	900000000000003001	CT of abdomen (procedure)	900000000000017005
550866014	20060731	0	900000000000207008	169071000	en	900000000000003001	CT of pelvis (procedure)	900000000000017005
551230012	20170731	1	900000000000207008	103379005	en	900000000000003001	Procedural approach (qualifier value)	900000000000448009
551315018	20170731	1	900000000000207008	103387006	en	900000000000003001	Transarterial approach (qualifier value)	900000000000448009
554580016	20170731	1	900000000000207008	103693007	en	900000000000003001	Diagnostic procedure (procedure)	900000000000448009
557642015	20170731	1	900000000000207008	175129009	en	900000000000003001	Diagnostic transluminal operations on heart (procedure)	900000000000448009
558489012	20170731	1	900000000000207008	175890004	en	900000000000003001	Operation on vascular graft (procedure)	900000000000448009
560575015	20170731	1	900000000000207008	177749007	en	900000000000003001	Soft tissue operations (procedure)	900000000000448009
561256019	20030131	0	900000000000207008	178358000	en	900000000000003001	Skull or spine, bone and joint operations (procedure)	900000000000020002
564336017	20170731	1	900000000000207008	181125003	en	900000000000003001	Entire pituitary gland (body structure)	900000000000448009
564438015	20170731	1	900000000000207008	181217005	en	900000000000003001	Entire mediastinum (body structure)	900000000000448009
564688016	20170731	1	900000000000207008	181440006	en	900000000000003001	Female genital tract (body structure)	900000000000448009
565078012	20030131	0	900000000000207008	181791008	en	900000000000003001	Skull and spine, bones and joints (body structure)	900000000000020002
565079016	20170731	1	900000000000207008	181792001	en	900000000000003001	Entire cranial bone (body structure)	900000000000448009
571339012	20170731	1	900000000000207008	105371005	en	900000000000003001	Single photon emission computerized tomography (procedure)	900000000000448009
571559012	20170731	1	900000000000207008	188286001	en	900000000000003001	Malignant tumor of hypothalamus (disorder)	900000000000448009
571619015	20170731	1	900000000000207008	188339002	en	900000000000003001	Malignant neoplasm of pituitary gland and craniopharyngeal duct (disorder)	900000000000448009
571620014	20170731	1	900000000000207008	188340000	en	900000000000003001	Malignant tumor of craniopharyngeal duct (disorder)	900000000000448009
573283013	20170731	1	900000000000207008	105590001	en	900000000000003001	Substance (substance)	900000000000448009
576623012	20020131	1	900000000000207008	105947009	en	900000000000003001	Radioisotopic compound for diagnosis AND/OR treatment (substance)	900000000000020002
577973015	20170731	1	900000000000207008	106104001	en	900000000000003001	Female reproductive finding (finding)	900000000000448009
579195011	20150131	0	900000000000207008	106237007	en	900000000000003001	Linkage concept (attribute)	900000000000020002
594014018	20170731	1	900000000000207008	107733003	en	900000000000003001	Introduction (procedure)	900000000000448009
598311012	20170731	1	900000000000207008	212480007	en	900000000000003001	Angiography of intrathoracic vessels (procedure)	900000000000448009
598506011	20020131	1	900000000000207008	108216008	en	900000000000003001	Medical procedure AND/OR service (procedure)	900000000000020002
598627013	20170731	1	900000000000207008	108234007	en	900000000000003001	Administration (procedure)	900000000000448009
598907014	20020131	1	900000000000207008	108272002	en	900000000000003001	Radiology, radiotherapy, nuclear medicine AND/OR ultrasound procedure, technique AND/OR service (procedure)	900000000000020002
598918014	20070131	0	900000000000207008	108273007	en	900000000000003001	Topography specific radiographic procedure (procedure)	900000000000020002
598952012	20170731	1	900000000000207008	108276004	en	900000000000003001	Radiographic procedure on cardiovascular system (procedure)	900000000000448009
598985016	20170731	1	900000000000207008	108279006	en	900000000000003001	Radiographic procedure on genitourinary system (procedure)	900000000000448009
599109017	20020131	1	900000000000207008	108290001	en	900000000000003001	Radiation oncology AND/OR radiotherapy (procedure)	900000000000020002
599121018	20170731	1	900000000000207008	108291002	en	900000000000003001	Nuclear medicine diagnostic procedure (procedure)	900000000000448009
599132018	20170731	1	900000000000207008	108292009	en	900000000000003001	Nuclear medicine diagnostic procedure on musculoskeletal system (procedure)	900000000000448009
599727013	20020131	1	900000000000207008	108347004	en	900000000000003001	Structure of nervous system organ AND/OR special sense organ (body structure)	900000000000020002
599971019	20170731	1	900000000000207008	108369006	en	900000000000003001	Neoplasm (morphologic abnormality)	900000000000448009
602591015	20170731	1	900000000000207008	1086007	en	900000000000003001	Female structure (body structure)	900000000000448009
608903010	20020731	0	900000000000207008	222036002	en	900000000000003001	Supratentorial brain (body structure)	900000000000020002
612669013	20170731	1	900000000000207008	225426007	en	900000000000003001	Administration of therapeutic substance (procedure)	900000000000448009
616322010	20170731	1	900000000000207008	228703003	en	900000000000003001	Radiotherapy planning (procedure)	900000000000448009
617491019	20170731	1	900000000000207008	229757002	en	900000000000003001	Lower trunk (surface region) (body structure)	900000000000448009
617495011	20170731	1	900000000000207008	229761008	en	900000000000003001	Upper trunk (surface region) (body structure)	900000000000448009
617500014	20170731	1	900000000000207008	229765004	en	900000000000003001	Entire pelvis (body structure)	900000000000448009
618889017	20170731	1	900000000000207008	1101003	en	900000000000003001	Cranial cavity structure (body structure)	900000000000448009
621920014	20170731	1	900000000000207008	110406006	en	900000000000003001	Effect of surgery (morphologic abnormality)	900000000000448009
626480015	20170731	1	900000000000207008	237712005	en	900000000000003001	Mass lesion of pituitary and hypothalamus (disorder)	900000000000448009
626481016	20090131	0	900000000000207008	237713000	en	900000000000003001	Hypothalamic mass (disorder)	900000000000020002
626484012	20090131	0	900000000000207008	237715007	en	900000000000003001	Pituitary mass (disorder)	900000000000020002
626490011	20170731	1	900000000000207008	237721006	en	900000000000003001	Tumor of pituitary and suprasellar region (disorder)	900000000000448009
627008012	20170731	1	900000000000207008	238164007	en	900000000000003001	Body wall and cavity procedures (procedure)	900000000000448009
627027018	20170731	1	900000000000207008	238181003	en	900000000000003001	Procedure on spine (procedure)	900000000000448009
627191012	20170731	1	900000000000207008	238327005	en	900000000000003001	Chest wall procedure (procedure)	900000000000448009
628368018	20170731	1	900000000000207008	239364005	en	900000000000003001	Maxillofacial bone operation (procedure)	900000000000448009
630425014	20170731	1	900000000000207008	241182000	en	900000000000003001	Genitourinary tract contrast procedure (procedure)	900000000000448009
630435015	20170731	1	900000000000207008	241191001	en	900000000000003001	Spinal contrast procedure (procedure)	900000000000448009
630462011	20170731	1	900000000000207008	241215000	en	900000000000003001	Head and chest angiography (procedure)	900000000000448009
630802018	20030731	1	900000000000207008	241517007	en	900000000000003001	CT of head (procedure)	900000000000017005
630852010	20060731	0	900000000000207008	241562006	en	900000000000003001	CT of musculoskeletal system structures (procedure)	900000000000017005
630868016	20060731	0	900000000000207008	241577003	en	900000000000003001	CT of spine (procedure)	900000000000017005
630869012	20060731	0	900000000000207008	241578008	en	900000000000003001	CT of cervical spine (procedure)	900000000000017005
630870013	20060731	0	900000000000207008	241579000	en	900000000000003001	CT of thoracic spine (procedure)	900000000000017005
631401012	20170731	1	900000000000207008	242052007	en	900000000000003001	Injection of vessel (procedure)	900000000000448009
633547010	20060131	0	900000000000207008	243796009	en	900000000000003001	Context-dependent categories (context-dependent category)	900000000000020002
633683010	20170731	1	900000000000207008	243928005	en	900000000000003001	Entire body region (body structure)	900000000000448009
633685015	20170731	1	900000000000207008	243930007	en	900000000000003001	Entire spine (body structure)	900000000000448009
633708010	20170731	1	900000000000207008	243951005	en	900000000000003001	Subdivision of inferior mediastinum (body structure)	900000000000448009
633988015	20170731	1	900000000000207008	244202008	en	900000000000003001	Systemic artery of trunk (body structure)	900000000000448009
635435017	20070131	0	900000000000207008	245500007	en	900000000000003001	Reproductive anatomical structure (body structure)	900000000000020002
635828017	20030131	0	900000000000207008	245849007	en	900000000000003001	Post-surgical anatomy (body structure)	900000000000020002
636064014	20170731	1	900000000000012004	246061005	en	900000000000003001	Attribute (attribute)	900000000000448009
636066011	20170731	1	900000000000012004	246062003	en	900000000000003001	Origin (attribute)	900000000000448009
636080016	20170731	1	900000000000012004	246075003	en	900000000000003001	Causative agent (attribute)	900000000000448009
636097010	20170731	1	900000000000012004	246090004	en	900000000000003001	Associated finding (attribute)	900000000000448009
636101018	20170731	1	900000000000012004	246093002	en	900000000000003001	Component (attribute)	900000000000448009
636122012	20170731	1	900000000000012004	246112005	en	900000000000003001	Severity (attribute)	900000000000448009
636206015	20170731	1	900000000000207008	246188002	en	900000000000003001	Finding (finding)	900000000000448009
636419019	20170731	1	900000000000012004	246379000	en	900000000000003001	Method of administration of drug (attribute)	900000000000448009
636501014	20170731	1	900000000000012004	246454002	en	900000000000003001	Occurrence (attribute)	900000000000448009
636504018	20170731	1	900000000000012004	246456000	en	900000000000003001	Episodicity (attribute)	900000000000448009
636512014	20020731	0	900000000000207008	246464006	en	900000000000003001	Functions (qualifier value)	900000000000020002
636554012	20170731	1	900000000000012004	246501002	en	900000000000003001	Technique (attribute)	900000000000448009
636567010	20170731	1	900000000000012004	246513007	en	900000000000003001	Revision status (attribute)	900000000000448009
636569013	20170731	1	900000000000012004	246514001	en	900000000000003001	Units (attribute)	900000000000448009
636617013	20170731	1	900000000000207008	246556002	en	900000000000003001	Central nervous system finding (finding)	900000000000448009
639197012	20170731	1	900000000000207008	248842004	en	900000000000003001	Female genitalia finding (finding)	900000000000448009
640685018	20170731	1	900000000000207008	250171008	en	900000000000003001	Clinical history and observation findings (finding)	900000000000448009
642712012	20170731	1	900000000000207008	112695004	en	900000000000003001	Reparative closure (procedure)	900000000000448009
642730017	20170731	1	900000000000207008	252142004	en	900000000000003001	Investigations (procedure)	900000000000448009
642734014	20170731	1	900000000000207008	112697007	en	900000000000003001	Operation on musculoskeletal system (procedure)	900000000000448009
643734016	20170731	1	900000000000207008	112802009	en	900000000000003001	Cardiovascular operative procedure (procedure)	900000000000448009
645785010	20170731	1	900000000000207008	113021009	en	900000000000003001	Cardiovascular measurement (procedure)	900000000000448009
645898010	20170731	1	900000000000207008	254935002	en	900000000000003001	Intracranial tumor (disorder)	900000000000448009
645934013	20170731	1	900000000000207008	254968009	en	900000000000003001	Tumor of hypothalamus (disorder)	900000000000448009
646028010	20170731	1	900000000000207008	255050003	en	900000000000003001	Tumor of unknown origin or ill-defined site (disorder)	900000000000448009
646032016	20170731	1	900000000000207008	255054007	en	900000000000003001	Tumor of ill-defined site (disorder)	900000000000448009
646033014	20020731	0	900000000000207008	255055008	en	900000000000003001	Tumor of head and neck (disorder)	900000000000020002
646034015	20060731	0	900000000000207008	255056009	en	900000000000003001	Malignant tumor of head and neck (disorder)	900000000000020002
646100019	20170731	1	900000000000207008	255112006	en	900000000000003001	Malignant tumor of pituitary and hypothalamus (disorder)	900000000000448009
646208016	20170731	1	900000000000207008	255203001	en	900000000000003001	Additional values (qualifier value)	900000000000448009
646243015	20170731	1	900000000000012004	255234002	en	900000000000003001	After (attribute)	900000000000448009
646361014	20080131	0	900000000000207008	113090004	en	900000000000003001	Computerized tomography with IV contrast (procedure)	900000000000020002
647277018	20170731	1	900000000000207008	113192009	en	900000000000003001	Skeletal system structure (body structure)	900000000000448009
647959017	20070131	0	900000000000207008	113257007	en	900000000000003001	Cardiovascular structure (body structure)	900000000000020002
648723016	20070131	0	900000000000207008	113331007	en	900000000000003001	Endocrine structure (body structure)	900000000000020002
648842014	20170731	1	900000000000207008	113343008	en	900000000000003001	Body organ structure (body structure)	900000000000448009
648855010	20170731	1	900000000000207008	113345001	en	900000000000003001	Abdominal structure (body structure)	900000000000448009
649058015	20170731	1	900000000000207008	257728006	en	900000000000003001	Anatomical concepts (body structure)	900000000000448009
649234011	20170731	1	900000000000207008	257885003	en	900000000000003001	Occlusion - action (qualifier value)	900000000000448009
649254012	20170731	1	900000000000207008	257903006	en	900000000000003001	Repair - action (qualifier value)	900000000000448009
649738013	20170731	1	900000000000207008	258335003	en	900000000000003001	Entire brain (body structure)	900000000000448009
651955013	20170731	1	900000000000207008	260222006	en	900000000000003001	Single photon emission computed tomography - action (qualifier value)	900000000000448009
652252019	20170731	1	900000000000207008	260488005	en	900000000000003001	Entire cervical spine (body structure)	900000000000448009
652272012	20170731	1	900000000000012004	260507000	en	900000000000003001	Access (attribute)	900000000000448009
652453014	20170731	1	900000000000207008	260669005	en	900000000000003001	Approach (attribute)	900000000000448009
652454015	20170731	1	900000000000207008	260670006	en	900000000000003001	Route (attribute)	900000000000448009
652472014	20170731	1	900000000000012004	260686004	en	900000000000003001	Method (attribute)	900000000000448009
652584013	20170731	1	900000000000207008	260787004	en	900000000000003001	Physical object (physical object)	900000000000448009
652664016	20170731	1	900000000000012004	260858005	en	900000000000003001	Extent (attribute)	900000000000448009
652669014	20170731	1	900000000000012004	260863009	en	900000000000003001	Temporal relationship (attribute)	900000000000448009
652677013	20170731	1	900000000000012004	260870009	en	900000000000003001	Priority (attribute)	900000000000448009
652719014	20170731	1	900000000000207008	260908002	en	900000000000003001	Course (attribute)	900000000000448009
652826016	20070731	0	900000000000207008	261004008	en	900000000000003001	Diagnostic - procedure intent (qualifier value)	900000000000020002
652889013	20070131	0	900000000000207008	261060002	en	900000000000003001	Body surface region (body structure)	900000000000020002
653479011	20170731	1	900000000000207008	261583007	en	900000000000003001	Using (attribute)	900000000000448009
654167013	20070731	0	900000000000207008	262202000	en	900000000000003001	Therapeutic - procedure intent (qualifier value)	900000000000020002
654180011	20170731	1	900000000000207008	262213002	en	900000000000003001	Tomographic imaging, plain radiologic - action (qualifier value)	900000000000448009
654193018	20170731	1	900000000000207008	262225004	en	900000000000003001	Entire trunk (body structure)	900000000000448009
655464018	20170731	1	900000000000207008	263353005	en	900000000000003001	Entire cerebrum (body structure)	900000000000448009
655617014	20170731	1	900000000000012004	263490005	en	900000000000003001	Status (attribute)	900000000000448009
655618016	20170731	1	900000000000012004	263491009	en	900000000000003001	Context (attribute)	900000000000448009
655630010	20170731	1	900000000000012004	263502005	en	900000000000003001	Clinical course (attribute)	900000000000448009
655665010	20170731	1	900000000000012004	263534001	en	900000000000003001	Association (attribute)	900000000000448009
656706013	20170731	1	900000000000207008	264452006	en	900000000000003001	Entire cranial cavity (body structure)	900000000000448009
656742017	20170731	1	900000000000207008	264483005	en	900000000000003001	Entire hypothalamus (body structure)	900000000000448009
658105012	20170731	1	900000000000207008	265702005	en	900000000000003001	Cranium and facial bone operations (procedure)	900000000000448009
658166011	20170731	1	900000000000207008	265757007	en	900000000000003001	Injection of radiocontrast material (procedure)	900000000000448009
661164016	20020131	1	900000000000207008	268425006	en	900000000000003001	Pelvis X-ray (procedure)	900000000000020002
663993012	20170731	1	900000000000207008	271586000	en	900000000000003001	Lump (finding)	900000000000448009
664584011	20050131	0	900000000000207008	272099008	en	900000000000003001	Descriptors (qualifier value)	900000000000020002
664674016	20060731	0	900000000000207008	272181003	en	900000000000003001	Clinical equipment and devices (physical object)	900000000000020002
665156016	20170731	1	900000000000207008	272610005	en	900000000000003001	Surface region of head (body structure)	900000000000448009
665158015	20170731	1	900000000000207008	272612002	en	900000000000003001	Surface region of back (body structure)	900000000000448009
665170016	20170731	1	900000000000207008	272623003	en	900000000000003001	Body cavity region (body structure)	900000000000448009
665172012	20170731	1	900000000000207008	272625005	en	900000000000003001	Entire body organ (body structure)	900000000000448009
665231017	20170731	1	900000000000207008	272673000	en	900000000000003001	Bone structure (body structure)	900000000000448009
665237018	20170731	1	900000000000207008	272679001	en	900000000000003001	Bone structure of head (body structure)	900000000000448009
665274019	20170731	1	900000000000207008	272710004	en	900000000000003001	Bone structure of thorax (body structure)	900000000000448009
665301013	20170731	1	900000000000012004	272734009	en	900000000000003001	Object (attribute)	900000000000448009
665309010	20170731	1	900000000000012004	272741003	en	900000000000003001	Laterality (attribute)	900000000000448009
666774014	20170731	1	900000000000207008	11527006	en	900000000000003001	Arterial system structure (body structure)	900000000000448009
667542014	20170731	1	900000000000207008	274751001	en	900000000000003001	Mass in head or neck (finding)	900000000000448009
668336013	20170731	1	900000000000207008	275464006	en	900000000000003001	Cerebral tumor - malignant (disorder)	900000000000448009
669244018	20170731	1	900000000000207008	276341003	en	900000000000003001	Cardiovascular investigation (procedure)	900000000000448009
669247013	20170731	1	900000000000207008	276343000	en	900000000000003001	Urogenital system investigation (procedure)	900000000000448009
669353011	20170731	1	900000000000207008	276438008	en	900000000000003001	Swelling / lump finding (finding)	900000000000448009
670131011	20170731	1	900000000000207008	277132007	en	900000000000003001	Therapeutic procedure (procedure)	900000000000448009
670321010	20170731	1	900000000000207008	277302009	en	900000000000003001	Natures (qualifier value)	900000000000448009
670394014	20170731	1	900000000000207008	277367001	en	900000000000003001	Nature of procedure values (qualifier value)	900000000000448009
670811010	20170731	1	900000000000207008	277739008	en	900000000000003001	Morphological descriptors (qualifier value)	900000000000448009
670979015	20170731	1	900000000000012004	277889008	en	900000000000003001	Usage (attribute)	900000000000448009
671227019	20170731	1	900000000000207008	278110001	en	900000000000003001	Radiographic imaging - action (qualifier value)	900000000000448009
671322011	20170731	1	900000000000207008	278195005	en	900000000000003001	Entire body system (body structure)	900000000000448009
671323018	20170731	1	900000000000207008	278196006	en	900000000000003001	Entire nervous system (body structure)	900000000000448009
671325013	20170731	1	900000000000207008	278198007	en	900000000000003001	Entire cardiovascular system (body structure)	900000000000448009
671326014	20170731	1	900000000000207008	278199004	en	900000000000003001	Entire central nervous system (body structure)	900000000000448009
671399010	20170731	1	900000000000207008	278264008	en	900000000000003001	Surface region of trunk (body structure)	900000000000448009
672030015	20170731	1	900000000000207008	278826002	en	900000000000003001	Body internal region (body structure)	900000000000448009
672069014	20170731	1	900000000000207008	278858007	en	900000000000003001	Entire musculoskeletal system (body structure)	900000000000448009
672073012	20170731	1	900000000000207008	278861008	en	900000000000003001	Entire genitourinary system (body structure)	900000000000448009
672089010	20170731	1	900000000000207008	278876000	en	900000000000003001	Entire endocrine system (body structure)	900000000000448009
672599014	20170731	1	900000000000207008	279328001	en	900000000000003001	Entire diencephalon (body structure)	900000000000448009
673483012	20170731	1	900000000000207008	280115004	en	900000000000003001	Acquired body structure (body structure)	900000000000448009
673768015	20170731	1	900000000000207008	280369009	en	900000000000003001	Brain tissue structure (body structure)	900000000000448009
673839012	20170731	1	900000000000207008	280432007	en	900000000000003001	Region of mediastinum (body structure)	900000000000448009
673850010	20170731	1	900000000000207008	280441002	en	900000000000003001	Regional bone structure (body structure)	900000000000448009
673964011	20170731	1	900000000000207008	280542007	en	900000000000003001	Body wall structure (body structure)	900000000000448009
674165018	20170731	1	900000000000207008	280717001	en	900000000000003001	Spinal structure (body structure)	900000000000448009
674658013	20170731	1	900000000000207008	281157001	en	900000000000003001	Systemic vascular structure (body structure)	900000000000448009
674660010	20170731	1	900000000000207008	281159003	en	900000000000003001	Systemic arterial structure (body structure)	900000000000448009
674722013	20170731	1	900000000000207008	281213008	en	900000000000003001	Back structure, including back of neck (body structure)	900000000000448009
674741011	20170731	1	900000000000207008	281229000	en	900000000000003001	Space-occupying lesion of nervous system (finding)	900000000000448009
674742016	20170731	1	900000000000207008	281230005	en	900000000000003001	Nervous structure of head (body structure)	900000000000448009
674743014	20170731	1	900000000000207008	281231009	en	900000000000003001	Vascular structure of head (body structure)	900000000000448009
674744015	20150731	0	900000000000207008	281232002	en	900000000000003001	Vascular structure of head and neck (body structure)	900000000000020002
674745019	20170731	1	900000000000207008	281233007	en	900000000000003001	Cardiovascular structure of trunk (body structure)	900000000000448009
674754016	20170731	1	900000000000207008	281241007	en	900000000000003001	Musculoskeletal structure of head (body structure)	900000000000448009
674760016	20170731	1	900000000000207008	281246002	en	900000000000003001	Musculoskeletal structure of neck (body structure)	900000000000448009
674767018	20170731	0	900000000000207008	281253006	en	900000000000003001	Musculoskeletal structure of head and neck (body structure)	900000000000020002
675005014	20170731	1	900000000000207008	281467004	en	900000000000003001	Intrathoracic cardiovascular structure (body structure)	900000000000448009
675010013	20170731	0	900000000000207008	281471001	en	900000000000003001	Abdominal vascular structure (body structure)	900000000000020002
675139011	20170731	1	900000000000207008	281586009	en	900000000000003001	Special atomic mapping values (qualifier value)	900000000000448009
675276016	20170731	1	900000000000207008	281706009	en	900000000000003001	Injection of substance (procedure)	900000000000448009
675408019	20170731	1	900000000000207008	281825004	en	900000000000003001	Region of thoracic cavity (body structure)	900000000000448009
675410017	20170731	1	900000000000207008	281827007	en	900000000000003001	Regional cardiovascular structure (body structure)	900000000000448009
675412013	20170731	0	900000000000207008	281829005	en	900000000000003001	Regional nervous structure (body structure)	900000000000020002
675413015	20170731	0	900000000000207008	281830000	en	900000000000003001	Nervous structure of head and neck (body structure)	900000000000020002
676123014	20020731	0	900000000000207008	282465005	en	900000000000003001	Physiological functions and activities (qualifier value)	900000000000020002
679892012	20170731	1	900000000000207008	285837007	en	900000000000003001	Injection into body site (procedure)	900000000000448009
680900014	20170731	1	900000000000012004	116676008	en	900000000000003001	Associated morphology (attribute)	900000000000448009
680946014	20170731	1	900000000000012004	116680003	en	900000000000003001	Is a (attribute)	900000000000448009
681003019	20170731	1	900000000000012004	116686009	en	900000000000003001	Has specimen (attribute)	900000000000448009
682488019	20170731	1	900000000000207008	288181002	en	900000000000003001	Injection/puncture of vessel (procedure)	900000000000448009
682874012	20170731	1	900000000000207008	288529006	en	900000000000003001	Context values (qualifier value)	900000000000448009
682877017	20170731	1	900000000000207008	288532009	en	900000000000003001	Context values for actions (qualifier value)	900000000000448009
682904012	20170731	1	900000000000012004	288556008	en	900000000000003001	Before (attribute)	900000000000448009
684463014	20170731	1	900000000000207008	289959001	en	900000000000003001	Musculoskeletal structure of spine (body structure)	900000000000448009
684464015	20170731	0	900000000000207008	289960006	en	900000000000003001	Musculoskeletal structure of thorax (body structure)	900000000000020002
692466016	20170731	0	900000000000207008	297166009	en	900000000000003001	Musculoskeletal structure of cervical spine (body structure)	900000000000020002
692467013	20170731	0	900000000000207008	297167000	en	900000000000003001	Musculoskeletal structure of thoracic spine (body structure)	900000000000020002
692517016	20170731	1	900000000000207008	297211001	en	900000000000003001	Transvascular approach (qualifier value)	900000000000448009
692574018	20030131	0	900000000000207008	297260006	en	900000000000003001	Pituitary and pineal structures (body structure)	900000000000020002
695308013	20170731	1	900000000000207008	299718000	en	900000000000003001	Finding of brain (finding)	900000000000448009
695327019	20170731	1	900000000000207008	299735001	en	900000000000003001	Neurological lesion (finding)	900000000000448009
695599013	20170731	1	900000000000207008	299978004	en	900000000000003001	Maxillofacial bone structure (body structure)	900000000000448009
695698013	20170731	1	900000000000207008	11802008	en	900000000000003001	Medical cardiovascular procedure (procedure)	900000000000448009
696161019	20170731	1	900000000000207008	300479008	en	900000000000003001	Genital finding (finding)	900000000000448009
696572016	20170731	1	900000000000207008	300847008	en	900000000000003001	Finding of a mass (finding)	900000000000448009
696573014	20170731	1	900000000000207008	300848003	en	900000000000003001	Mass of body structure (finding)	900000000000448009
696589012	20170731	1	900000000000207008	300862005	en	900000000000003001	Mass of body region (finding)	900000000000448009
