id	effectiveTime	active	moduleId	definitionStatusId
112697007	20020131	1	900000000000207008	900000000000073002
112802009	20020131	1	900000000000207008	900000000000073002
113021009	20020131	1	900000000000207008	900000000000074008
113090004	20020131	1	900000000000207008	900000000000074008
113192009	20020131	1	900000000000207008	900000000000074008
113257007	20020131	1	900000000000207008	900000000000074008
113331007	20020131	1	900000000000207008	900000000000074008
113343008	20020131	1	900000000000207008	900000000000074008
113345001	20020131	1	900000000000207008	900000000000074008
116676008	20110131	1	900000000000012004	900000000000074008
116680003	20110131	1	900000000000012004	900000000000074008
116686009	20110131	1	900000000000012004	900000000000074008
118168003	20110131	1	900000000000012004	900000000000074008
118169006	20110131	1	900000000000012004	900000000000074008
118170007	20110131	1	900000000000012004	900000000000074008
118171006	20110131	1	900000000000012004	900000000000074008
118199002	20020131	1	900000000000207008	900000000000074008
118222006	20020131	1	900000000000207008	900000000000074008
118228005	20160131	1	900000000000207008	900000000000073002
118232004	20160131	1	900000000000207008	900000000000073002
118234003	20040131	1	900000000000207008	900000000000073002
118238000	20030731	1	900000000000207008	900000000000073002
118254002	20040131	1	900000000000207008	900000000000073002
118255001	20020131	1	900000000000207008	900000000000074008
118633002	20020131	1	900000000000207008	900000000000074008
118634008	20020131	1	900000000000207008	900000000000074008
118646007	20020131	1	900000000000207008	900000000000074008
118655005	20020131	1	900000000000207008	900000000000074008
118664000	20020131	1	900000000000207008	900000000000073002
118666003	20020131	1	900000000000207008	900000000000073002
118672003	20020131	1	900000000000207008	900000000000073002
118674002	20020131	1	900000000000207008	900000000000073002
118689006	20090131	0	900000000000207008	900000000000074008
118690002	20020131	1	900000000000207008	900000000000073002
118691003	20020131	1	900000000000207008	900000000000073002
118693000	20020131	1	900000000000207008	900000000000073002
118694006	20020131	1	900000000000207008	900000000000073002
118695007	20020131	1	900000000000207008	900000000000073002
118696008	20020131	1	900000000000207008	900000000000073002
118697004	20020731	0	900000000000207008	900000000000074008
118698009	20020131	1	900000000000207008	900000000000073002
118699001	20020131	1	900000000000207008	900000000000073002
118717007	20020131	1	900000000000207008	900000000000073002
118727001	20020731	0	900000000000207008	900000000000074008
118729003	20050131	1	900000000000207008	900000000000073002
118731007	20020131	1	900000000000207008	900000000000073002
118736002	20020131	1	900000000000207008	900000000000073002
118738001	20020131	1	900000000000207008	900000000000073002
118760003	20020131	1	900000000000207008	900000000000074008
118797008	20020131	1	900000000000207008	900000000000073002
118804001	20020131	1	900000000000207008	900000000000073002
118805000	20020131	1	900000000000207008	900000000000073002
118808003	20020131	1	900000000000207008	900000000000073002
118810001	20020131	1	900000000000207008	900000000000073002
118811002	20020131	1	900000000000207008	900000000000073002
118812009	20030131	0	900000000000207008	900000000000074008
118934005	20020131	1	900000000000207008	900000000000073002
118940003	20020131	1	900000000000207008	900000000000073002
118943001	20130731	0	900000000000207008	900000000000074008
118950002	20020131	1	900000000000207008	900000000000073002
118956008	20020131	1	900000000000207008	900000000000074008
118965001	20020131	1	900000000000207008	900000000000074008
118966000	20020131	1	900000000000207008	900000000000074008
118970008	20020131	1	900000000000207008	900000000000074008
118976002	20020131	1	900000000000207008	900000000000074008
119234009	20020131	1	900000000000207008	900000000000074008
119235005	20020131	1	900000000000207008	900000000000074008
119243000	20020131	1	900000000000207008	900000000000074008
119264001	20020131	1	900000000000207008	900000000000074008
119405001	20020131	1	900000000000207008	900000000000074008
119552005	20030731	0	900000000000207008	900000000000074008
119553000	20020131	1	900000000000207008	900000000000074008
119587005	20020131	1	900000000000207008	900000000000073002
119589008	20020131	1	900000000000207008	900000000000073002
119593002	20020131	1	900000000000207008	900000000000073002
119759004	20020131	1	900000000000207008	900000000000073002
119761008	20020131	1	900000000000207008	900000000000073002
119803000	20020131	1	900000000000207008	900000000000073002
119804006	20020131	1	900000000000207008	900000000000073002
119807004	20020131	1	900000000000207008	900000000000073002
119809001	20020131	1	900000000000207008	900000000000073002
120149001	20020131	1	900000000000207008	900000000000073002
120152009	20020131	1	900000000000207008	900000000000073002
120155006	20020131	1	900000000000207008	900000000000073002
120170007	20020131	1	900000000000207008	900000000000073002
122454008	20020131	1	900000000000207008	900000000000074008
122494005	20020131	1	900000000000207008	900000000000074008
122495006	20020131	1	900000000000207008	900000000000074008
122503006	20030131	0	900000000000207008	900000000000074008
122544007	20030131	0	900000000000207008	900000000000074008
122869004	20020731	1	900000000000207008	900000000000073002
122945004	20020131	1	900000000000207008	900000000000073002
123005000	20110131	1	900000000000012004	900000000000074008
123037004	20020131	1	900000000000207008	900000000000074008
123850002	20020131	1	900000000000207008	900000000000074008
123852005	20020131	1	900000000000207008	900000000000074008
123946008	20020131	1	900000000000207008	900000000000073002
123959000	20020131	1	900000000000207008	900000000000074008
123960005	20020131	1	900000000000207008	900000000000074008
123961009	20120731	0	900000000000207008	900000000000074008
125676002	20020131	1	900000000000207008	900000000000074008
126631009	20020131	1	900000000000207008	900000000000073002
126637008	20020131	1	900000000000207008	900000000000073002
126644004	20020131	1	900000000000207008	900000000000073002
126950007	20020131	1	900000000000207008	900000000000073002
126951006	20020131	1	900000000000207008	900000000000073002
126952004	20020131	1	900000000000207008	900000000000073002
126953009	20020131	1	900000000000207008	900000000000073002
127015005	20030131	0	900000000000207008	900000000000074008
127024001	20020131	1	900000000000207008	900000000000073002
127025000	20020131	1	900000000000207008	900000000000073002
127331007	20020131	1	900000000000207008	900000000000073002
127345001	20020131	1	900000000000207008	900000000000073002
127489000	20110131	1	900000000000012004	900000000000074008
127777001	20020131	1	900000000000207008	900000000000074008
127944005	20020131	1	900000000000207008	900000000000074008
127947003	20020131	1	900000000000207008	900000000000074008
128121009	20020131	1	900000000000207008	900000000000073002
128262006	20020131	1	900000000000207008	900000000000074008
128263001	20020131	1	900000000000207008	900000000000074008
128319008	20020131	1	900000000000207008	900000000000074008
128427003	20040731	0	900000000000207008	900000000000074008
128462008	20020131	1	900000000000207008	900000000000073002
128530007	20020131	1	900000000000207008	900000000000074008
128927009	20020131	1	900000000000207008	900000000000073002
129125009	20040731	1	900000000000207008	900000000000073002
129152004	20020131	1	900000000000207008	900000000000073002
129233004	20020131	1	900000000000207008	900000000000073002
129264002	20020131	1	900000000000207008	900000000000074008
129265001	20020131	1	900000000000207008	900000000000074008
129266000	20020131	1	900000000000207008	900000000000074008
129268004	20020131	1	900000000000207008	900000000000074008
129271007	20020131	1	900000000000207008	900000000000074008
129284003	20020131	1	900000000000207008	900000000000074008
129325002	20020131	1	900000000000207008	900000000000074008
129326001	20020131	1	900000000000207008	900000000000074008
129342008	20030131	0	900000000000207008	900000000000074008
129357001	20020131	1	900000000000207008	900000000000074008
129445006	20020131	1	900000000000207008	900000000000074008
131195008	20110131	1	900000000000012004	900000000000074008
138875005	20020131	1	900000000000207008	900000000000074008
168537006	20020131	1	900000000000207008	900000000000073002
168816009	20020131	1	900000000000207008	900000000000073002
168818005	20020131	1	900000000000207008	900000000000073002
169067003	20020131	1	900000000000207008	900000000000073002
169068008	20020131	1	900000000000207008	900000000000073002
169069000	20040731	1	900000000000207008	900000000000073002
169070004	20020131	1	900000000000207008	900000000000073002
169071000	20020131	1	900000000000207008	900000000000073002
175129009	20070731	1	900000000000207008	900000000000074008
175890004	20020131	1	900000000000207008	900000000000073002
177749007	20070731	0	900000000000207008	900000000000074008
178358000	20020131	1	900000000000207008	900000000000074008
181125003	20020131	1	900000000000207008	900000000000074008
181217005	20020131	1	900000000000207008	900000000000074008
181440006	20040731	0	900000000000207008	900000000000074008
181791008	20020131	1	900000000000207008	900000000000074008
181792001	20020131	1	900000000000207008	900000000000074008
188286001	20020731	1	900000000000207008	900000000000073002
188339002	20020131	1	900000000000207008	900000000000074008
188340000	20020731	1	900000000000207008	900000000000073002
212480007	20020131	1	900000000000207008	900000000000073002
222036002	20020131	1	900000000000207008	900000000000074008
225426007	20080731	0	900000000000207008	900000000000074008
228703003	20020131	1	900000000000207008	900000000000074008
229757002	20020131	1	900000000000207008	900000000000074008
229761008	20020131	1	900000000000207008	900000000000074008
229765004	20020131	1	900000000000207008	900000000000074008
237712005	20090131	0	900000000000207008	900000000000074008
237713000	20050131	1	900000000000207008	900000000000073002
237715007	20040731	1	900000000000207008	900000000000073002
237721006	20040731	1	900000000000207008	900000000000073002
238164007	20070131	1	900000000000207008	900000000000074008
238181003	20020131	1	900000000000207008	900000000000073002
238327005	20020131	1	900000000000207008	900000000000073002
239364005	20020131	1	900000000000207008	900000000000073002
241182000	20020131	1	900000000000207008	900000000000073002
241191001	20020131	1	900000000000207008	900000000000073002
241215000	20020131	1	900000000000207008	900000000000074008
241517007	20040731	0	900000000000207008	900000000000074008
241562006	20020131	1	900000000000207008	900000000000073002
241577003	20020131	1	900000000000207008	900000000000073002
241578008	20020131	1	900000000000207008	900000000000073002
241579000	20020131	1	900000000000207008	900000000000073002
242052007	20070131	0	900000000000207008	900000000000074008
243796009	20020131	1	900000000000207008	900000000000074008
243928005	20020131	1	900000000000207008	900000000000074008
243930007	20140131	0	900000000000207008	900000000000074008
243951005	20020131	1	900000000000207008	900000000000074008
244202008	20020131	1	900000000000207008	900000000000074008
245500007	20020131	1	900000000000207008	900000000000074008
245849007	20020131	1	900000000000207008	900000000000074008
246061005	20110131	1	900000000000012004	900000000000074008
246062003	20110131	1	900000000000012004	900000000000074008
246075003	20110131	1	900000000000012004	900000000000074008
246090004	20110131	1	900000000000012004	900000000000074008
246093002	20110131	1	900000000000012004	900000000000074008
246112005	20110131	1	900000000000012004	900000000000074008
246188002	20040131	0	900000000000207008	900000000000074008
246379000	20110131	1	900000000000012004	900000000000074008
246454002	20110131	1	900000000000012004	900000000000074008
246456000	20110131	1	900000000000012004	900000000000074008
246464006	20020131	1	900000000000207008	900000000000074008
246501002	20110131	1	900000000000012004	900000000000074008
246513007	20110131	1	900000000000012004	900000000000074008
246514001	20110131	1	900000000000012004	900000000000074008
246556002	20050131	1	900000000000207008	900000000000073002
248842004	20050131	1	900000000000207008	900000000000073002
250171008	20020131	1	900000000000207008	900000000000074008
252142004	20030131	0	900000000000207008	900000000000074008
254935002	20020731	1	900000000000207008	900000000000073002
254968009	20040731	1	900000000000207008	900000000000073002
255050003	20020131	1	900000000000207008	900000000000074008
255054007	20020131	1	900000000000207008	900000000000073002
255055008	20020731	1	900000000000207008	900000000000073002
255056009	20020131	1	900000000000207008	900000000000073002
255112006	20020131	1	900000000000207008	900000000000074008
255203001	20020131	1	900000000000207008	900000000000074008
255234002	20110131	1	900000000000012004	900000000000074008
257728006	20060731	0	900000000000207008	900000000000074008
257885003	20020131	1	900000000000207008	900000000000074008
257903006	20020131	1	900000000000207008	900000000000074008
258335003	20020131	1	900000000000207008	900000000000074008
260222006	20020131	1	900000000000207008	900000000000074008
260488005	20140131	0	900000000000207008	900000000000074008
260507000	20110131	1	900000000000012004	900000000000074008
260669005	20080131	0	900000000000207008	900000000000074008
260670006	20110731	0	900000000000207008	900000000000074008
260686004	20110131	1	900000000000012004	900000000000074008
260787004	20020131	1	900000000000207008	900000000000074008
260858005	20110131	1	900000000000012004	900000000000074008
260863009	20110131	1	900000000000012004	900000000000074008
260870009	20110131	1	900000000000012004	900000000000074008
260908002	20070131	0	900000000000207008	900000000000074008
261004008	20020131	1	900000000000207008	900000000000074008
261060002	20020131	1	900000000000207008	900000000000074008
261583007	20070131	0	900000000000207008	900000000000074008
262202000	20020131	1	900000000000207008	900000000000074008
262213002	20030731	0	900000000000207008	900000000000074008
262225004	20020131	1	900000000000207008	900000000000074008
263353005	20020131	1	900000000000207008	900000000000074008
263490005	20110131	1	900000000000012004	900000000000074008
263491009	20110131	1	900000000000012004	900000000000074008
263502005	20110131	1	900000000000012004	900000000000074008
263534001	20110131	1	900000000000012004	900000000000074008
264452006	20020131	1	900000000000207008	900000000000074008
264483005	20020131	1	900000000000207008	900000000000074008
265702005	20040731	1	900000000000207008	900000000000073002
265757007	20020131	1	900000000000207008	900000000000073002
268425006	20070731	1	900000000000207008	900000000000073002
271586000	20020731	0	900000000000207008	900000000000074008
272099008	20020131	1	900000000000207008	900000000000074008
272181003	20020131	1	900000000000207008	900000000000074008
272610005	20020131	1	900000000000207008	900000000000074008
272612002	20020131	1	900000000000207008	900000000000074008
272623003	20020131	1	900000000000207008	900000000000074008
272625005	20020131	1	900000000000207008	900000000000074008
272673000	20020131	1	900000000000207008	900000000000074008
272679001	20020131	1	900000000000207008	900000000000074008
272710004	20020131	1	900000000000207008	900000000000074008
272734009	20110131	1	900000000000012004	900000000000074008
272741003	20110131	1	900000000000012004	900000000000074008
274751001	20050131	1	900000000000207008	900000000000073002
275464006	20080131	0	900000000000207008	900000000000074008
276341003	20060131	1	900000000000207008	900000000000073002
276343000	20030131	1	900000000000207008	900000000000073002
276438008	20020131	1	900000000000207008	900000000000074008
277132007	20020131	1	900000000000207008	900000000000073002
277302009	20020131	1	900000000000207008	900000000000074008
277367001	20020131	1	900000000000207008	900000000000074008
277739008	20020131	1	900000000000207008	900000000000074008
277889008	20110131	1	900000000000012004	900000000000074008
278110001	20020131	1	900000000000207008	900000000000074008
278195005	20020131	1	900000000000207008	900000000000074008
278196006	20020131	1	900000000000207008	900000000000074008
278198007	20020131	1	900000000000207008	900000000000074008
278199004	20020131	1	900000000000207008	900000000000074008
278264008	20020131	1	900000000000207008	900000000000074008
278826002	20020131	1	900000000000207008	900000000000074008
278858007	20020131	1	900000000000207008	900000000000074008
278861008	20020131	1	900000000000207008	900000000000074008
278876000	20020131	1	900000000000207008	900000000000074008
279328001	20020131	1	900000000000207008	900000000000074008
280115004	20020131	1	900000000000207008	900000000000074008
280369009	20020131	1	900000000000207008	900000000000074008
280432007	20020131	1	900000000000207008	900000000000074008
280441002	20020131	1	900000000000207008	900000000000074008
280542007	20020131	1	900000000000207008	900000000000074008
280717001	20140131	0	900000000000207008	900000000000074008
281157001	20020131	1	900000000000207008	900000000000074008
281159003	20020131	1	900000000000207008	900000000000074008
281213008	20020131	1	900000000000207008	900000000000074008
281229000	20070131	1	900000000000207008	900000000000073002
281230005	20020131	1	900000000000207008	900000000000074008
281231009	20020131	1	900000000000207008	900000000000074008
281232002	20020131	1	900000000000207008	900000000000074008
281233007	20020131	1	900000000000207008	900000000000074008
281241007	20020131	1	900000000000207008	900000000000074008
281246002	20020131	1	900000000000207008	900000000000074008
281253006	20020131	1	900000000000207008	900000000000074008
281467004	20020131	1	900000000000207008	900000000000074008
281471001	20020131	1	900000000000207008	900000000000074008
281586009	20020131	1	900000000000207008	900000000000074008
281706009	20070131	1	900000000000207008	900000000000073002
281825004	20020131	1	900000000000207008	900000000000074008
281827007	20020131	1	900000000000207008	900000000000074008
281829005	20020131	1	900000000000207008	900000000000074008
281830000	20020131	1	900000000000207008	900000000000074008
282465005	20020131	1	900000000000207008	900000000000074008
284009009	20040731	1	900000000000207008	900000000000074008
285837007	20040131	1	900000000000207008	900000000000073002
288181002	20030731	0	900000000000207008	900000000000074008
288529006	20020131	1	900000000000207008	900000000000074008
288532009	20020131	1	900000000000207008	900000000000074008
288556008	20110131	1	900000000000012004	900000000000074008
289959001	20020131	1	900000000000207008	900000000000074008
289960006	20130731	1	900000000000207008	900000000000073002
297166009	20020131	1	900000000000207008	900000000000074008
297167000	20020131	1	900000000000207008	900000000000074008
297211001	20020131	1	900000000000207008	900000000000074008
297260006	20020131	1	900000000000207008	900000000000074008
299718000	20050131	1	900000000000207008	900000000000073002
299735001	20150131	1	900000000000207008	900000000000073002
299978004	20020131	1	900000000000207008	900000000000074008
300479008	20050131	1	900000000000207008	900000000000073002
300847008	20020731	0	900000000000207008	900000000000074008
300848003	20040131	1	900000000000207008	900000000000073002
300862005	20050131	1	900000000000207008	900000000000073002
301766008	20150131	1	900000000000207008	900000000000073002
301857004	20040131	1	900000000000207008	900000000000073002
302199004	20020131	1	900000000000207008	900000000000074008
302292003	20040131	1	900000000000207008	900000000000073002
302548004	20020131	1	900000000000207008	900000000000074008
302549007	20020131	1	900000000000207008	900000000000074008
302550007	20020131	1	900000000000207008	900000000000074008
302551006	20020131	1	900000000000207008	900000000000074008
302552004	20120731	0	900000000000207008	900000000000074008
302553009	20020131	1	900000000000207008	900000000000074008
303102005	20020131	1	900000000000207008	900000000000074008
303340002	20020131	1	900000000000207008	900000000000074008
303430001	20080731	0	900000000000207008	900000000000074008
303607000	20020131	1	900000000000207008	900000000000074008
303653007	20040731	1	900000000000207008	900000000000073002
303660001	20070731	0	900000000000207008	900000000000074008
303661002	20070731	0	900000000000207008	900000000000074008
303662009	20020131	1	900000000000207008	900000000000073002
303663004	20020131	1	900000000000207008	900000000000073002
303669000	20020131	1	900000000000207008	900000000000073002
303678006	20020731	1	900000000000207008	900000000000073002
303679003	20020731	1	900000000000207008	900000000000073002
303680000	20020131	1	900000000000207008	900000000000073002
303695003	20020131	1	900000000000207008	900000000000073002
303696002	20040731	0	900000000000207008	900000000000074008
303698001	20020131	1	900000000000207008	900000000000074008
